name,sourcefile,cloneof,year,manufacturer,description,status
thenanpa,csplayh5.cpp,,1999,Nichibutsu/Love Factory/eic,The Nanpa (Japan),preliminary
thepit,thepit.cpp,,1982,Zilec Electronics,The Pit,good
thepitj,thepit.cpp,thepit,1982,Zilec Electronics (Taito license),The Pit (Japan),good
thepitm,galaxian.cpp,thepit,198?,bootleg (KZH),The Pit (bootleg on Moon Quasar hardware),good
thepitu1,thepit.cpp,thepit,1982,Zilec Electronics (Centuri license),The Pit (US set 1),good
thepitu2,thepit.cpp,thepit,1982,Zilec Electronics (Centuri license),The Pit (US set 2),good
theraid,play_5.cpp,,1984,Playmatic,The Raid,preliminary
theroes,cave.cpp,,2001,Primetek Investments,Thunder Heroes,imperfect
thetogyu,system1.cpp,bullfgt,1984,Coreland / Sega,"The Togyu (315-5065, Japan)",good
thgamblr,aristmk5.cpp,,1998,Aristocrat,"The Gambler (EHG0916, Export, 92.268%)",preliminary
thief,thief.cpp,,1981,Pacific Novelty,Thief,good
thndblst,m92.cpp,lethalth,1991,Irem,Thunder Blaster (Japan),good
thndbolt,allied.cpp,,1977,Allied Leisure,Thunderbolt,preliminary
thndrbld,segaxbd.cpp,,1987,Sega,Thunder Blade (upright) (FD1094 317-0056),good
thndrbld1,segaxbd.cpp,thndrbld,1987,Sega,Thunder Blade (deluxe/standing) (unprotected),good
thndrbldd,segaxbd.cpp,thndrbld,1987,Sega,Thunder Blade (upright) (bootleg of FD1094 317-0056 set),good
thndrx2,tmnt.cpp,,1991,Konami,Thunder Cross II (World),good
thndrx2a,tmnt.cpp,thndrx2,1991,Konami,Thunder Cross II (Asia),good
thndrx2j,tmnt.cpp,thndrx2,1991,Konami,Thunder Cross II (Japan),good
thndzone,dassault.cpp,,1991,Data East Corporation,"Thunder Zone (World, Rev 1)",good
thndzone4,dassault.cpp,thndzone,1991,Data East Corporation,Thunder Zone (World 4 Players),good
thndzonea,dassault.cpp,thndzone,1991,Data East Corporation,Thunder Zone (World),good
thndzonej,dassault.cpp,thndzone,1991,Data East Corporation,Thunder Zone (Japan),good
thoop,gaelco.cpp,,1992,Gaelco,Thunder Hoop (Ver. 1),good
thoop2,thoop2.cpp,,1994,Gaelco,TH Strikes Back,preliminary
threeds,pastelg.cpp,,1985,Nichibutsu,Three Ds - Three Dealers Casino House,good
thrild2,viper.cpp,,2001,Konami,Thrill Drive 2 (ver EBB),preliminary
thrild2a,viper.cpp,thrild2,2001,Konami,Thrill Drive 2 (ver AAA),preliminary
thrild2c,viper.cpp,thrild2,2001,Konami,Thrill Drive 2 (ver EAA),preliminary
thrilld,nwk-tr.cpp,,1998,Konami,Thrill Drive (JAE),imperfect
thrilldae,nwk-tr.cpp,thrilld,1998,Konami,Thrill Drive (EAA),preliminary
thrilldb,nwk-tr.cpp,thrilld,1998,Konami,Thrill Drive (JAB),imperfect
thund_p1,s7.cpp,,1982,Williams,Thunderball (P-1),preliminary
thund_p2,s7.cpp,thund_p1,1982,Williams,Thunderball (P-2),preliminary
thund_p3,s7.cpp,thund_p1,1982,Williams,Thunderball (P-3),preliminary
thunderh,gticlub.cpp,,1996,Konami,Operation Thunder Hurricane (ver EAA),preliminary
thunderhu,gticlub.cpp,thunderh,1996,Konami,Operation Thunder Hurricane (ver UAA),preliminary
thunderj,thunderj.cpp,,1990,Atari Games,ThunderJaws (rev 3),good
thunderja,thunderj.cpp,thunderj,1990,Atari Games,ThunderJaws (rev 2),good
thunderl,seta.cpp,,1990,Seta,Thunder & Lightning,good
thunderlbl,seta.cpp,thunderl,1990,bootleg,Thunder & Lightning (bootleg with Tetris sound),imperfect
thunderx,thunderx.cpp,,1988,Konami,Thunder Cross (set 1),good
thunderxa,thunderx.cpp,thunderx,1988,Konami,Thunder Cross (set 2),good
thunderxb,thunderx.cpp,thunderx,1988,Konami,Thunder Cross (set 3),good
thunderxj,thunderx.cpp,thunderx,1988,Konami,Thunder Cross (Japan),good
thundfox,taito_f2.cpp,,1990,Taito Corporation Japan,Thunder Fox (World),good
thundfoxj,taito_f2.cpp,thundfox,1990,Taito Corporation,Thunder Fox (Japan),good
thundfoxu,taito_f2.cpp,thundfox,1990,Taito America Corporation,Thunder Fox (US),good
thunt,stv.cpp,sandor,1997,Sega,Puzzle & Action: Treasure Hunt (JUET 970901 V2.00E),imperfect
thuntk,stv.cpp,sandor,1997,Sega / Deniam,Puzzle & Action: BoMulEul Chajara (JUET 970125 V2.00K),imperfect
ti1000,ticalc1x.cpp,,1977,Texas Instruments,TI-1000,good
ti1270,ticalc1x.cpp,,1976,Texas Instruments,TI-1270,good
ti30,ticalc1x.cpp,,1976,Texas Instruments,TI-30,good
ti630,ti630.cpp,,1999,Intelbras,TI630 telephone,preliminary
ti73,ti85.cpp,,1998,Texas Instruments,TI-73,preliminary
ti74,ti74.cpp,,1985,Texas Instruments,TI-74 BASICALC,good
ti81,ti85.cpp,,1990,Texas Instruments,TI-81,preliminary
ti81v2,ti85.cpp,ti81,1994,Texas Instruments,TI-81 v2.0,preliminary
ti82,ti85.cpp,,1993,Texas Instruments,TI-82,preliminary
ti83,ti85.cpp,,1996,Texas Instruments,TI-83,preliminary
ti83p,ti85.cpp,,1999,Texas Instruments,TI-83 Plus,preliminary
ti83pse,ti85.cpp,,2001,Texas Instruments,TI-83 Plus Silver Edition,preliminary
ti84p,ti85.cpp,,2004,Texas Instruments,TI-84 Plus,preliminary
ti84pse,ti85.cpp,,2004,Texas Instruments,TI-84 Plus Silver Edition,preliminary
ti85,ti85.cpp,,1992,Texas Instruments,TI-85,preliminary
ti86,ti85.cpp,,1997,Texas Instruments,TI-86,preliminary
ti89,ti89.cpp,,1998,Texas Instruments,TI-89,preliminary
ti89t,ti89.cpp,,2004,Texas Instruments,TI-89 Titanium,preliminary
ti92,ti89.cpp,,1995,Texas Instruments,TI-92,preliminary
ti92p,ti89.cpp,,1999,Texas Instruments,TI-92 Plus,preliminary
ti95,ti74.cpp,,1986,Texas Instruments,TI-95 PROCALC,good
ti990_10,ti990_10.cpp,,1975,Texas Instruments,TI Model 990/10 Minicomputer System,preliminary
ti990_4,ti990_4.cpp,,1976,Texas Instruments,TI Model 990/4 Microcomputer System,preliminary
ti990_4v,ti990_4.cpp,ti990_4,1976,Texas Instruments,TI Model 990/4 Microcomputer System with Video Display Terminal,preliminary
ti99_224,ti99_2.cpp,,1983,Texas Instruments,TI-99/2 BASIC Computer (24kb ROMs),preliminary
ti99_232,ti99_2.cpp,ti99_224,1983,Texas Instruments,TI-99/2 BASIC Computer (32kb ROMs),preliminary
ti99_4,ti99_4x.cpp,,1979,Texas Instruments,TI-99/4 Home Computer (US),good
ti99_4a,ti99_4x.cpp,,1981,Texas Instruments,TI-99/4A Home Computer (US),good
ti99_4ae,ti99_4x.cpp,ti99_4a,1981,Texas Instruments,TI-99/4A Home Computer (Europe),good
ti99_4e,ti99_4x.cpp,ti99_4,1980,Texas Instruments,TI-99/4 Home Computer (Europe),good
ti99_4ev,ti99_4x.cpp,ti99_4a,1994,Texas Instruments,TI-99/4A Home Computer with EVPC,good
ti99_4p,ti99_4p.cpp,,1996,System 99 Users Group,SGCPU (a.k.a. 99/4P),good
ti99_4qe,ti99_4x.cpp,ti99_4qi,1983,Texas Instruments,TI-99/4QI Home Computer (Europe),good
ti99_4qi,ti99_4x.cpp,,1983,Texas Instruments,TI-99/4QI Home Computer,good
ti99_8,ti99_8.cpp,,1983,Texas Instruments,TI-99/8 Computer (US),good
ti99_8e,ti99_8.cpp,ti99_8,1983,Texas Instruments,TI-99/8 Computer (Europe),good
tibusan1,ticalc1x.cpp,,1979,Texas Instruments,TI Business Analyst-I,good
tickee,tickee.cpp,,1994,Raster Elite,Tickee Tickats,good
tictac,merit.cpp,,1985,Merit,"Tic Tac Trivia (6221-23, U5-0C Horizontal)",good
tictacv,merit.cpp,tictac,1985,Merit,"Tic Tac Trivia (6221-22, U5-0 Vertical)",good
tigerh,slapfght.cpp,,1985,Toaplan / Taito America Corp.,Tiger Heli (US),good
tigerhb1,slapfght.cpp,tigerh,1985,bootleg,Tiger Heli (bootleg set 1),good
tigerhb2,slapfght.cpp,tigerh,1985,bootleg,Tiger Heli (bootleg set 2),good
tigerhb3,slapfght.cpp,tigerh,1985,bootleg,Tiger Heli (bootleg set 3),good
tigerhj,slapfght.cpp,tigerh,1985,Toaplan / Taito,Tiger Heli (Japan),good
tigeroad,tigeroad.cpp,,1987,Capcom,Tiger Road (US),good
tigeroadb,tigeroad.cpp,tigeroad,1987,bootleg,Tiger Road (US bootleg),good
tigeroadu,tigeroad.cpp,tigeroad,1987,Capcom (Romstar license),"Tiger Road (US, Romstar license)",good
tigerrag,by35.cpp,kosteel,1984,Bell Games,Tiger Rag,preliminary
tighook,sfbonus.cpp,,2004,Amcoe,Tiger Hook (Version 2.1E Dual),good
tighookc1,sfbonus.cpp,tighook,2004,Amcoe,"Tiger Hook (Version 2.1R, set 1)",good
tighookc2,sfbonus.cpp,tighook,2004,Amcoe,"Tiger Hook (Version 2.0LT, set 1)",good
tighookd1,sfbonus.cpp,tighook,2004,Amcoe,"Tiger Hook (Version 2.1R, set 2)",good
tighookd2,sfbonus.cpp,tighook,2004,Amcoe,"Tiger Hook (Version 2.0LT, set 2)",good
tighooko,sfbonus.cpp,tighook,2004,Amcoe,Tiger Hook (Version 1.7XT),good
tighooko2,sfbonus.cpp,tighook,2004,Amcoe,Tiger Hook (Version 1.7),good
tighookv1,sfbonus.cpp,tighook,2004,Amcoe,Tiger Hook (Version 2.1R Dual),good
tighookv2,sfbonus.cpp,tighook,2004,Amcoe,Tiger Hook (Version 2.0LT Dual),good
tiki100,tiki100.cpp,kontiki,1984,Tiki Data A/S,TIKI 100,good
tim011,tim011.cpp,,1987,Mihajlo Pupin Institute,TIM-011,preliminary
tim100,tim100.cpp,,1985,Mihajlo Pupin Institute,TIM-100,preliminary
timber,mcr.cpp,,1984,Bally Midway,Timber,good
time2000,atari_s1.cpp,,1977,Atari,Time 2000,preliminary
timecris,namcos22.cpp,,1995,Namco,Time Crisis (Rev. TS2 Ver.B),imperfect
timecrisa,namcos22.cpp,timecris,1995,Namco,Time Crisis (Rev. TS2 Ver.A),imperfect
timecrs2,namcos23.cpp,,1997,Namco,Time Crisis II (TSS3 Ver. B),preliminary
timecrs2v2b,namcos23.cpp,timecrs2,1997,Namco,Time Crisis II (TSS2 Ver. B),preliminary
timecrs2v4a,namcos23.cpp,timecrs2,1997,Namco,Time Crisis II (TSS4 Ver. A),preliminary
timecrs3,namcops2.cpp,,2003,Namco,Time Crisis 3 (TST1),preliminary
timecrs3e,namcops2.cpp,timecrs3,2003,Namco,Time Crisis 3 (TST2 Ver. A),preliminary
timecrs4,namcops2.cpp,,2006,Namco,Time Crisis 4,preliminary
timefgtr,galaxian.cpp,,198?,Taito do Brasil,Time Fighter (Time Pilot conversion on Galaxian hardware),preliminary
timekill,itech32.cpp,,1992,Strata/Incredible Technologies,Time Killers (v1.32),good
timekill121,itech32.cpp,timekill,1992,Strata/Incredible Technologies,Time Killers (v1.21),good
timekill131,itech32.cpp,timekill,1992,Strata/Incredible Technologies,Time Killers (v1.31),good
timelimt,timelimt.cpp,,1983,Chuo Co. Ltd,Time Limit,imperfect
timeline,gts80.cpp,,1980,Gottlieb,Time Line,preliminary
timeplt,timeplt.cpp,,1982,Konami,Time Pilot,good
timeplta,timeplt.cpp,timeplt,1982,Konami (Atari license),Time Pilot (Atari),good
timepltc,timeplt.cpp,timeplt,1982,Konami (Centuri license),Time Pilot (Centuri),good
timescan,segas16b.cpp,,1987,Sega,"Time Scanner (set 2, System 16B)",good
timescan1,segas16a.cpp,timescan,1987,Sega,"Time Scanner (set 1, System 16A, FD1089B 317-0024)",good
timesold,alpha68k.cpp,,1987,Alpha Denshi Co. (SNK/Romstar license),Time Soldiers (US Rev 3),good
timesold1,alpha68k.cpp,timesold,1987,Alpha Denshi Co. (SNK/Romstar license),Time Soldiers (US Rev 1),good
timetrv,timetrv.cpp,,1991,Virtual Image Productions (Sega license),Time Traveler,preliminary
timetunl,taitosj.cpp,,1982,Taito Corporation,Time Tunnel,good
tinklpit,namcona1.cpp,,1993,Namco,Tinkle Pit (Japan),good
tinstar,taitosj.cpp,,1983,Taito Corporation,The Tin Star (set 1),good
tinstar2,taitosj.cpp,tinstar,1983,Taito Corporation,The Tin Star (set 2),good
tinv2650,zac2650.cpp,,1979?,Zaccaria / Zelco,The Invaders,imperfect
tiprog,ticalc1x.cpp,,1977,Texas Instruments,TI Programmer,good
tiptop,zaxxon.cpp,congo,1983,Sega,Tip Top (3 board stack),imperfect
tisland,btime.cpp,,1981,Data East Corporation,Treasure Island,preliminary
tisr16,ticalc1x.cpp,,1974,Texas Instruments,SR-16,good
tisr16ii,ticalc1x.cpp,,1975,Texas Instruments,SR-16 II,good
tisub,subsino.cpp,,1992,Subsino,"Treasure Island (Subsino, set 1)",good
tisuba,subsino.cpp,tisub,1992,Subsino,"Treasure Island (Subsino, set 2)",good
titan,taito.cpp,,1982,Taito do Brasil,Titan (set 1),preliminary
titan1,taito.cpp,titan,1982,Taito do Brasil,Titan (set 2),preliminary
titanic,whitestar.cpp,,1998,Sega,Titanic (Coin dropper),preliminary
titlef,segas32.cpp,,1992,Sega,Title Fight (World),imperfect
titlefj,segas32.cpp,titlef,1992,Sega,Title Fight (Japan),imperfect
titlefu,segas32.cpp,titlef,1992,Sega,Title Fight (US),imperfect
tjsb,igs017.cpp,,1997,IGS,Mahjong Tian Jiang Shen Bing (V137C),preliminary
tjumpman,cave.cpp,,1999,Namco,Tobikose! Jumpman,good
tk2000,tk2000.cpp,,1984,Microdigital,TK2000,preliminary
tk3000,apple2e.cpp,apple2c,1986,Microdigital,TK3000//e,good
tk80,tk80.cpp,,1976,Nippon Electronic Company,TK-80,good
tk80bs,tk80bs.cpp,tk80,1980,Nippon Electronic Company,TK-80BS,preliminary
tk85,zx.cpp,zx81,1983,Microdigital,TK85,preliminary
tk90x,spectrum.cpp,spectrum,1985,Micro Digital,TK 90X Color Computer,good
tk95,spectrum.cpp,spectrum,1986,Micro Digital,TK 95 Color Computer,good
tkdensho,tecmosys.cpp,,1996,Tecmo,Toukidenshou - Angel Eyes (VER. 960614),good
tkdenshoa,tecmosys.cpp,tkdensho,1996,Tecmo,Toukidenshou - Angel Eyes (VER. 960427),good
tkmmpzdm,konamigx.cpp,,1995,Konami,Tokimeki Memorial Taisen Puzzle-dama (ver JAB),imperfect
tknight,gaiden.cpp,wildfang,1989,Tecmo,Tecmo Knight,good
tkoboxng,vsnes.cpp,,1987,Namco / Data East USA,Vs. T.K.O. Boxing,good
tm,tmaster.cpp,,1996,Midway Games Inc. / CES Inc.,Touchmaster (v3.00 Euro),good
tm2k,tmaster.cpp,,1996,Midway Games Inc.,Touchmaster 2000 Plus (v4.63 Standard),good
tm2ka,tmaster.cpp,tm2k,1996,Midway Games Inc.,Touchmaster 2000 (v4.02 Standard),good
tm2kb,tmaster.cpp,tm2k,1996,Midway Games Inc.,Touchmaster 2000 (v4.00 Standard),good
tm3k,tmaster.cpp,,1997,Midway Games Inc.,Touchmaster 3000 (v5.02 Standard),good
tm3ka,tmaster.cpp,tm3k,1997,Midway Games Inc.,Touchmaster 3000 (v5.01 Standard),good
tm4k,tmaster.cpp,,1998,Midway Games Inc.,Touchmaster 4000 (v6.03 Standard),good
tm4ka,tmaster.cpp,tm4k,1998,Midway Games Inc.,Touchmaster 4000 (v6.02 Standard),good
tm4kb,tmaster.cpp,tm4k,1998,Midway Games Inc.,Touchmaster 4000 (v6.01 Standard),good
tm4kca,tmaster.cpp,tm4k,1998,Midway Games Inc.,Touchmaster 4000 (v6.02 California),good
tm4kmn,tmaster.cpp,tm4k,1998,Midway Games Inc.,Touchmaster 4000 (v6.01 Minnesota),good
tm4knj,tmaster.cpp,tm4k,1998,Midway Games Inc.,Touchmaster 4000 (v6.03 New Jersey),good
tm5k,tmaster.cpp,,1998,Midway Games Inc.,Touchmaster 5000 (v7.10 Standard),good
tm5ka,tmaster.cpp,tm5k,1998,Midway Games Inc.,Touchmaster 5000 (v7.01 Standard),good
tm5kca,tmaster.cpp,tm5k,1998,Midway Games Inc.,Touchmaster 5000 (v7.10 California),good
tm5kmn,tmaster.cpp,tm5k,1998,Midway Games Inc.,Touchmaster 5000 (v7.10 Minnesota),good
tm7k,tmaster.cpp,,1999,Midway Games Inc.,Touchmaster 7000 (v8.04 Standard),good
tm7ka,tmaster.cpp,tm7k,1999,Midway Games Inc.,Touchmaster 7000 (v8.00 Standard),good
tm7keval,tmaster.cpp,tm7k,1999,Midway Games Inc.,Touchmaster 7000 (v8.1X Evaluation),good
tm7kmn,tmaster.cpp,tm7k,1999,Midway Games Inc.,Touchmaster 7000 (v8.04 Minnesota),good
tm7kmna,tmaster.cpp,tm7k,1999,Midway Games Inc.,Touchmaster 7000 (v8.00 Minnesota),good
tm7knj,tmaster.cpp,tm7k,1999,Midway Games Inc.,Touchmaster 7000 (v8.05 New Jersey),good
tm8k,tmaster.cpp,,2000,Midway Games Inc.,Touchmaster 8000 (v9.04 Standard),good
tm8k902,tmaster.cpp,tm8k,2000,Midway Games Inc.,Touchmaster 8000 (v9.02 Standard),good
tmac_a18,de_2.cpp,tmac_a24,1988,Data East,Time Machine (1.8),preliminary
tmac_a24,de_2.cpp,,1988,Data East,Time Machine (2.4),preliminary
tmachzac,zac_2.cpp,,1983,Zaccaria,Time Machine (Zaccaria),preliminary
tmachzacf,zac_2.cpp,tmachzac,1983,Zaccaria,"Time Machine (Zaccaria, French speech)",preliminary
tmachzacg,zac_2.cpp,tmachzac,1983,Zaccaria,"Time Machine (Zaccaria, German speech)",preliminary
tmc2000,tmc1800.cpp,,1980,Telercas Oy,Telmac 2000,good
tmc2000e,tmc2000e.cpp,,1980,Telercas Oy,Telmac 2000E,preliminary
tmc600s2,tmc600.cpp,,1982,Telercas Oy,Telmac TMC-600 (Sarja II),imperfect
tmdo,tmaster.cpp,tm,1996,Midway Games Inc. / CES Inc.,Touchmaster (v2.2-01 Standard),good
tmek,atarigt.cpp,,1994,Atari Games,"T-MEK (v5.1, The Warlords)",preliminary
tmek20,atarigt.cpp,tmek,1994,Atari Games,"T-MEK (v2.0, prototype)",good
tmek44,atarigt.cpp,tmek,1994,Atari Games,T-MEK (v4.4),preliminary
tmek45,atarigt.cpp,tmek,1994,Atari Games,T-MEK (v4.5),preliminary
tmek51p,atarigt.cpp,tmek,1994,Atari Games,"T-MEK (v5.1, prototype)",preliminary
tmfnt_l5,s7.cpp,,1982,Williams,Time Fantasy (L-5),preliminary
tmht,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Hero Turtles (UK 4 Players, set 1)",good
tmht22pe,tmnt.cpp,tmnt2,1991,Konami,Teenage Mutant Hero Turtles - Turtles in Time (2 Players ver EBA),good
tmht2p,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Hero Turtles (UK 2 Players, set 1)",good
tmht2pa,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Hero Turtles (UK 2 Players, set 2)",good
tmhta,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Hero Turtles (UK 4 Players, set 2)",good
tmhtb,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Hero Turtles (UK 4 Players, set 3)",good
tmmjprd,tmmjprd.cpp,,1997,Media / Sonnet,Tokimeki Mahjong Paradise - Dear My Love,imperfect
tmnt,tmnt.cpp,,1989,Konami,Teenage Mutant Ninja Turtles (World 4 Players),good
tmnt2,tmnt.cpp,,1991,Konami,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA),good
tmnt22pu,tmnt.cpp,tmnt2,1991,Konami,Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver UDA),good
tmnt2a,tmnt.cpp,tmnt2,1991,Konami,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver ADA),good
tmnt2pj,tmnt.cpp,tmnt,1990,Konami,Teenage Mutant Ninja Turtles (Japan 2 Players),good
tmnt2po,tmnt.cpp,tmnt,1989,Konami,Teenage Mutant Ninja Turtles (Oceania 2 Players),good
tmnt_103,de_3.cpp,tmnt_104,1991,Data East,Teenage Mutant Ninja Turtles (1.03),preliminary
tmnt_104,de_3.cpp,,1991,Data East,Teenage Mutant Ninja Turtles (1.04),preliminary
tmntj,tmnt.cpp,tmnt,1990,Konami,Teenage Mutant Ninja Turtles (Japan 4 Players),good
tmntu,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Ninja Turtles (US 4 Players, set 1)",good
tmntua,tmnt.cpp,tmnt,1989,Konami,"Teenage Mutant Ninja Turtles (US 4 Players, set 2)",good
tmosh,konamigv.cpp,,1997,Konami,Tokimeki Memorial Oshiete Your Heart (GQ673 JAA),preliminary
tmoshs,konamigv.cpp,,1997,Konami,Tokimeki Memorial Oshiete Your Heart Seal Version (GE755 JAA),preliminary
tmoshsp,konamigv.cpp,,1997,Konami,Tokimeki Memorial Oshiete Your Heart Seal Version Plus (GE756 JAB),preliminary
tmoshspa,konamigv.cpp,tmoshsp,1997,Konami,Tokimeki Memorial Oshiete Your Heart Seal Version Plus (GE756 JAA),preliminary
tmpacman,hh_ucom4.cpp,,1982,Tomy,Pac Man (Tomy),good
tmpdoki,tmmjprd.cpp,tmmjprd,1998,Media / Sonnet,Tokimeki Mahjong Paradise - Doki Doki Hen,imperfect
tmscramb,hh_ucom4.cpp,,1982,Tomy,Scramble (Tomy),good
tmspoker,tmspoker.cpp,,198?,<unknown>,unknown TMS9980 Poker Game,preliminary
tmtennis,hh_ucom4.cpp,,1980,Tomy,Tennis (Tomy),good
tmtron,hh_hmcs40.cpp,,1984,Tomy,Tron (Tomy),good
tmwrp_l2,s4.cpp,,1979,Williams,Time Warp (L-2),preliminary
tmwrp_t2,s4.cpp,tmwrp_l2,1979,Williams,Time Warp (T-2),preliminary
tndrcade,seta.cpp,,1987,Seta (Taito license),Thundercade / Twin Formation,good
tndrcadej,seta.cpp,tndrcade,1987,Seta (Taito license),Tokusyu Butai U.A.G. (Japan),good
tnextspc,alpha68k.cpp,,1989,SNK,The Next Space (set 1),good
tnextspc2,alpha68k.cpp,tnextspc,1989,SNK,The Next Space (set 2),good
tnextspcj,alpha68k.cpp,tnextspc,1989,SNK (Pasadena International Corp. license),The Next Space (Japan),good
tnk3,snk.cpp,,1985,SNK,T.N.K III (US),good
tnk3j,snk.cpp,tnk3,1985,SNK,T.A.N.K (Japan),good
tntell,tispeak.cpp,,1981,Texas Instruments,"Touch & Tell (US, 1981 version)",imperfect
tntellfr,tispeak.cpp,tntell,1981,Texas Instruments,Le Livre Magique (France),imperfect
tntellp,tispeak.cpp,tntell,1980,Texas Instruments,Touch & Tell (patent),preliminary
tntelluk,tispeak.cpp,tntell,1981,Texas Instruments,Touch & Tell (UK),imperfect
tnzs,tnzs.cpp,,1988,Taito Corporation Japan,"The NewZealand Story (World, new version) (newer PCB)",good
tnzsj,tnzs.cpp,tnzs,1988,Taito Corporation,"The NewZealand Story (Japan, new version) (newer PCB)",good
tnzsjo,tnzs.cpp,tnzs,1988,Taito Corporation,"The NewZealand Story (Japan, old version) (older PCB)",good
tnzso,tnzs.cpp,tnzs,1988,Taito Corporation Japan,"The NewZealand Story (World, old version) (older PCB)",good
tnzsop,tnzs.cpp,tnzs,1988,Taito Corporation Japan,"The NewZealand Story (World, prototype?) (older PCB)",good
to7,thomson.cpp,,1982,Thomson,TO7,good
to770,thomson.cpp,,1984,Thomson,TO7/70,good
to770a,thomson.cpp,to770,1984,Thomson,TO7/70 (Arabic),good
to8,thomson.cpp,,1986,Thomson,TO8,good
to8d,thomson.cpp,to8,1987,Thomson,TO8D,good
to9,thomson.cpp,,1985,Thomson,TO9,imperfect
to9p,thomson.cpp,,1986,Thomson,TO9+,good
todruaga,mappy.cpp,,1984,Namco,The Tower of Druaga (New Ver.),good
todruagao,mappy.cpp,todruaga,1984,Namco,The Tower of Druaga (Old Ver.),good
todruagas,mappy.cpp,todruaga,1984,bootleg? (Sidam),The Tower of Druaga (Sidam),good
toffy,ddragon.cpp,,1993,Midas,Toffy,good
togenkyo,nbmj8900.cpp,,1989,Nichibutsu,Tougenkyou (Japan 890418),good
toggle,balsente.cpp,,1985,Bally/Sente,Toggle (prototype),good
toki,toki.cpp,,1989,TAD Corporation,"Toki (World, set 1)",good
tokia,toki.cpp,toki,1989,TAD Corporation,"Toki (World, set 2)",good
tokib,toki.cpp,toki,1990,bootleg (Datsu),Toki (Datsu bootleg),good
tokimbsj,nbmj8991.cpp,tokyogal,1989,Nichibutsu,Tokimeki Bishoujo [BET] (Japan),good
tokio,bublbobl.cpp,,1986,Taito Corporation,Tokio / Scramble Formation (newer),preliminary
tokiob,bublbobl.cpp,tokio,1986,bootleg,Tokio / Scramble Formation (bootleg),good
tokioo,bublbobl.cpp,tokio,1986,Taito Corporation,Tokio / Scramble Formation (older),preliminary
tokiou,bublbobl.cpp,tokio,1986,Taito America Corporation (Romstar license),Tokio / Scramble Formation (US),preliminary
tokisens,system1.cpp,,1987,Sega,Toki no Senshi - Chrono Soldier,good
tokiu,toki.cpp,toki,1989,TAD Corporation (Fabtek license),"Toki (US, set 1)",good
tokiua,toki.cpp,toki,1989,TAD Corporation (Fabtek license),"Toki (US, set 2)",good
tokkae,konamigx.cpp,,1996,Konami,Taisen Tokkae-dama (ver JAA),imperfect
tokyobus,naomi.cpp,,1999,Fortyfive,Tokyo Bus Guide (Rev A),preliminary
tokyocop,tokyocop.cpp,,2003,Gaelco,Tokyo Cop (Italy),preliminary
tokyogal,nbmj8991.cpp,,1989,Nichibutsu,Tokyo Gal Zukan (Japan),good
tokyowar,namcos22.cpp,,1996,Namco,Tokyo Wars (Rev. TW2 Ver.A),preliminary
tom_06,wpc_s.cpp,tom_13,1995,Bally,Theatre Of Magic (0.6a),preliminary
tom_10f,wpc_s.cpp,tom_13,1995,Bally,Theatre Of Magic (1.0 French),preliminary
tom_12,wpc_s.cpp,tom_13,1995,Bally,Theatre Of Magic (1.2X),preliminary
tom_13,wpc_s.cpp,,1995,Bally,Theatre Of Magic (1.3X),preliminary
tom_14h,wpc_s.cpp,tom_13,2005,Bally,Theatre Of Magic (1.4H),preliminary
tomahawk,astrof.cpp,,1980,Data East,Tomahawk 777 (rev 5),imperfect
tomahawk1,astrof.cpp,tomahawk,1980,Data East,Tomahawk 777 (rev 1),imperfect
tomcat,tomcat.cpp,,1985,Atari,TomCat (prototype),good
tomcatsw,starwars.cpp,tomcat,1983,Atari,"TomCat (Star Wars hardware, prototype)",preliminary
tomy_400,de_3.cpp,,1994,Data East,The Who's Tommy Pinball Wizard (4.00),preliminary
